state,year,total,D,R,party,pv2p,last_pv2p,winner,incumbent,incumbent_party
Pennsylvania,1996,4501307,2215819,1801169,republican,44.83879463916745,44.451470538984694,FALSE,FALSE,FALSE
Pennsylvania,1996,4501307,2215819,1801169,democrat,55.16120536083255,55.548529461015306,TRUE,TRUE,TRUE
Pennsylvania,2000,4912185,2485967,2281127,republican,47.85152128319685,44.83879463916745,TRUE,FALSE,FALSE
Pennsylvania,2000,4912185,2485967,2281127,democrat,52.14847871680315,55.16120536083255,FALSE,FALSE,TRUE
Pennsylvania,2004,5769590,2938095,2793847,republican,48.74171790293761,47.85152128319685,TRUE,TRUE,TRUE
Pennsylvania,2004,5769590,2938095,2793847,democrat,51.25828209706239,52.14847871680315,FALSE,FALSE,FALSE
Pennsylvania,2008,6013272,3276363,2655885,republican,44.77029618451555,48.74171790293761,FALSE,FALSE,TRUE
Pennsylvania,2008,6013272,3276363,2655885,democrat,55.229703815484456,51.25828209706239,TRUE,FALSE,FALSE
Pennsylvania,2012,5742040,2990274,2680434,republican,47.26806599810817,44.77029618451555,FALSE,FALSE,FALSE
Pennsylvania,2012,5742040,2990274,2680434,democrat,52.73193400189182,55.229703815484456,TRUE,TRUE,TRUE
Pennsylvania,2016,6115402,2926441,2970733,republican,50.37553580749017,47.26806599810817,TRUE,FALSE,FALSE
Pennsylvania,2016,6115402,2926441,2970733,democrat,49.62446419250984,52.73193400189182,FALSE,FALSE,TRUE
Rhode Island,1988,404622,225123,177761,republican,44.12212944668937,51.82973024492529,TRUE,FALSE,TRUE
Rhode Island,1988,404622,225123,177761,democrat,55.87787055331063,48.170269755074706,FALSE,FALSE,FALSE
Rhode Island,1992,453365,213299,131601,republican,38.15627718179183,44.12212944668937,FALSE,TRUE,TRUE
Rhode Island,1992,453365,213299,131601,democrat,61.84372281820818,55.87787055331063,TRUE,FALSE,FALSE
Rhode Island,1996,390247,233050,104683,republican,30.99578661250159,38.15627718179183,FALSE,FALSE,FALSE
Rhode Island,1996,390247,233050,104683,democrat,69.0042133874984,61.84372281820818,TRUE,TRUE,TRUE
Rhode Island,2000,409112,249508,130555,republican,34.350883932400684,30.99578661250159,TRUE,FALSE,FALSE
Rhode Island,2000,409112,249508,130555,democrat,65.64911606759932,69.0042133874984,FALSE,FALSE,TRUE
Rhode Island,2004,437134,259760,169046,republican,39.42248942412186,34.350883932400684,TRUE,TRUE,TRUE
Rhode Island,2004,437134,259760,169046,democrat,60.57751057587814,65.64911606759932,FALSE,FALSE,FALSE
Rhode Island,2008,471766,296571,165391,republican,35.801862490854226,39.42248942412186,FALSE,FALSE,TRUE
Rhode Island,2008,471766,296571,165391,democrat,64.19813750914577,60.57751057587814,TRUE,FALSE,FALSE
Rhode Island,2012,446049,279677,157204,republican,35.98325402111788,35.801862490854226,FALSE,FALSE,FALSE
Rhode Island,2012,446049,279677,157204,democrat,64.01674597888211,64.19813750914577,TRUE,TRUE,TRUE
Rhode Island,2016,464144,252525,180543,republican,41.68929590734018,35.98325402111788,TRUE,FALSE,FALSE
Rhode Island,2016,464144,252525,180543,democrat,58.31070409265982,64.01674597888211,FALSE,FALSE,TRUE
South Carolina,1988,986009,370554,606443,republican,62.072145564418314,64.11877941412378,TRUE,FALSE,TRUE
South Carolina,1988,986009,370554,606443,democrat,37.927854435581686,35.88122058587622,FALSE,FALSE,FALSE
South Carolina,1992,1228912,525514,577507,republican,52.35684542724029,62.072145564418314,FALSE,TRUE,TRUE
South Carolina,1992,1228912,525514,577507,democrat,47.64315457275972,37.927854435581686,TRUE,FALSE,FALSE
South Carolina,1996,1150182,506152,573339,republican,53.111975921985454,52.35684542724029,FALSE,FALSE,FALSE
South Carolina,1996,1150182,506152,573339,democrat,46.888024078014546,47.64315457275972,TRUE,TRUE,TRUE
South Carolina,2000,1383902,566037,786892,republican,58.162106067650264,53.111975921985454,TRUE,FALSE,FALSE
South Carolina,2000,1383902,566037,786892,democrat,41.83789393234974,46.888024078014546,FALSE,FALSE,TRUE
South Carolina,2004,1617700,661669,937974,republican,58.636458259749205,58.162106067650264,TRUE,TRUE,TRUE
South Carolina,2004,1617700,661669,937974,democrat,41.363541740250795,41.83789393234974,FALSE,FALSE,FALSE
South Carolina,2008,1920969,862449,1034896,republican,54.54442918920913,58.636458259749205,FALSE,FALSE,TRUE
South Carolina,2008,1920969,862449,1034896,democrat,45.45557081079087,41.363541740250795,TRUE,FALSE,FALSE
South Carolina,2012,1964118,865941,1071645,republican,55.30825470456537,54.54442918920913,FALSE,FALSE,FALSE
South Carolina,2012,1964118,865941,1071645,democrat,44.69174529543463,45.45557081079087,TRUE,TRUE,TRUE
South Carolina,2016,2103027,855373,1155389,republican,57.46025636052402,55.30825470456537,TRUE,FALSE,FALSE
South Carolina,2016,2103027,855373,1155389,democrat,42.53974363947598,44.69174529543463,FALSE,FALSE,TRUE
South Dakota,1988,312991,145560,165415,republican,53.19237880858589,63.29951324356786,TRUE,FALSE,TRUE
South Dakota,1988,312991,145560,165415,democrat,46.8076211914141,36.70048675643214,FALSE,FALSE,FALSE
South Dakota,1992,336254,124888,136718,republican,52.26103376833865,53.19237880858589,FALSE,TRUE,TRUE
South Dakota,1992,336254,124888,136718,democrat,47.73896623166135,46.8076211914141,TRUE,FALSE,FALSE
South Dakota,1996,323826,139333,150543,republican,51.93358539513447,52.26103376833865,FALSE,FALSE,FALSE
South Dakota,1996,323826,139333,150543,democrat,48.06641460486553,47.73896623166135,TRUE,TRUE,TRUE
South Dakota,2000,316269,118804,190700,republican,61.61471257237386,51.93358539513447,TRUE,FALSE,FALSE
South Dakota,2000,316269,118804,190700,democrat,38.38528742762614,48.06641460486553,FALSE,FALSE,TRUE
South Dakota,2004,388215,149244,232584,republican,60.91329080109369,61.61471257237386,TRUE,TRUE,TRUE
South Dakota,2004,388215,149244,232584,democrat,39.08670919890632,38.38528742762614,FALSE,FALSE,FALSE
South Dakota,2008,381975,170924,203054,republican,54.295707234115376,60.91329080109369,FALSE,FALSE,TRUE
South Dakota,2008,381975,170924,203054,democrat,45.704292765884624,39.08670919890632,TRUE,FALSE,FALSE
South Dakota,2012,363815,145039,210610,republican,59.21849913819525,54.295707234115376,FALSE,FALSE,FALSE
South Dakota,2012,363815,145039,210610,democrat,40.78150086180476,45.704292765884624,TRUE,TRUE,TRUE
South Dakota,2016,370093,117458,227721,republican,65.97185807943126,59.21849913819525,TRUE,FALSE,FALSE
South Dakota,2016,370093,117458,227721,democrat,34.02814192056875,40.78150086180476,FALSE,FALSE,TRUE
Tennessee,1988,1636250,679794,947233,republican,58.218640501970775,58.181848094452995,TRUE,FALSE,TRUE
Tennessee,1988,1636250,679794,947233,democrat,41.78135949802923,41.818151905547005,FALSE,FALSE,FALSE
Tennessee,1992,1982638,933521,841300,republican,47.40196335292404,58.218640501970775,FALSE,TRUE,TRUE
Tennessee,1992,1982638,933521,841300,democrat,52.598036647075965,41.78135949802923,TRUE,FALSE,FALSE
Tennessee,1996,1894105,909146,863530,republican,48.713357658139444,47.40196335292404,FALSE,FALSE,FALSE
Tennessee,1996,1894105,909146,863530,democrat,51.286642341860556,52.598036647075965,TRUE,TRUE,TRUE
Tennessee,2000,2076181,981720,1061949,republican,51.96286678517901,48.713357658139444,TRUE,FALSE,FALSE
Tennessee,2000,2076181,981720,1061949,democrat,48.03713321482099,51.286642341860556,FALSE,FALSE,TRUE
Tennessee,2004,2437319,1036477,1384375,republican,57.18544545474072,51.96286678517901,TRUE,TRUE,TRUE
Tennessee,2004,2437319,1036477,1384375,democrat,42.81455454525927,48.03713321482099,FALSE,FALSE,FALSE
Tennessee,2008,2599749,1087437,1479178,republican,57.63147180235446,57.18544545474072,FALSE,FALSE,TRUE
Tennessee,2008,2599749,1087437,1479178,democrat,42.36852819764554,42.81455454525927,TRUE,FALSE,FALSE
Tennessee,2012,2458577,960709,1462330,republican,60.35107152629404,57.63147180235446,FALSE,FALSE,FALSE
Tennessee,2012,2458577,960709,1462330,democrat,39.64892847370595,42.36852819764554,TRUE,TRUE,TRUE
Tennessee,2016,2508027,870695,1522925,republican,63.62434304526199,60.35107152629404,TRUE,FALSE,FALSE
Tennessee,2016,2508027,870695,1522925,democrat,36.37565695473801,39.64892847370595,FALSE,FALSE,TRUE
Texas,1988,5427410,2352748,3036829,republican,56.34633293113727,63.78630517301341,TRUE,FALSE,TRUE
Texas,1988,5427410,2352748,3036829,democrat,43.65366706886273,36.21369482698659,FALSE,FALSE,FALSE
Texas,1992,6154018,2281815,2496071,republican,52.2421631658855,56.34633293113727,FALSE,TRUE,TRUE
Texas,1992,6154018,2281815,2496071,democrat,47.75783683411451,43.65366706886273,TRUE,FALSE,FALSE
Texas,1996,5611644,2459683,2736167,republican,52.660623382122274,52.2421631658855,FALSE,FALSE,FALSE
Texas,1996,5611644,2459683,2736167,democrat,47.33937661787773,47.75783683411451,TRUE,TRUE,TRUE
Texas,2000,6407637,2433746,3799639,republican,60.95627014856294,52.660623382122274,TRUE,FALSE,FALSE
Texas,2000,6407637,2433746,3799639,democrat,39.04372985143706,47.33937661787773,FALSE,FALSE,TRUE
Texas,2004,7410749,2832704,4526917,republican,61.51019189710992,60.95627014856294,TRUE,TRUE,TRUE
Texas,2004,7410749,2832704,4526917,democrat,38.48980810289008,39.04372985143706,FALSE,FALSE,FALSE
Texas,2008,8077795,3528633,4479328,republican,55.93593675094072,61.51019189710992,FALSE,FALSE,TRUE
Texas,2008,8077795,3528633,4479328,democrat,44.06406324905928,38.48980810289008,TRUE,FALSE,FALSE
Texas,2012,7993851,3308124,4569843,republican,58.00789721510638,55.93593675094072,FALSE,FALSE,FALSE
Texas,2012,7993851,3308124,4569843,democrat,41.99210278489362,44.06406324905928,TRUE,TRUE,TRUE
Texas,2016,8969226,3877868,4685047,republican,54.71322557797199,58.00789721510638,TRUE,FALSE,FALSE
Texas,2016,8969226,3877868,4685047,democrat,45.28677442202802,41.99210278489362,FALSE,FALSE,TRUE
Utah,1988,647008,207343,428442,republican,67.38787483190072,75.12002100968175,TRUE,FALSE,TRUE
Utah,1988,647008,207343,428442,democrat,32.612125168099276,24.879978990318254,FALSE,FALSE,FALSE
Utah,1992,743998,183429,322632,republican,63.75357911398033,67.38787483190072,FALSE,TRUE,TRUE
Utah,1992,743998,183429,322632,democrat,36.24642088601967,32.612125168099276,TRUE,FALSE,FALSE
Utah,1996,665629,221633,361911,republican,62.019487819256135,63.75357911398033,FALSE,FALSE,FALSE
Utah,1996,665629,221633,361911,democrat,37.98051218074387,36.24642088601967,TRUE,TRUE,TRUE
Utah,2000,770754,203053,515096,republican,71.72550543132414,62.019487819256135,TRUE,FALSE,FALSE
Utah,2000,770754,203053,515096,democrat,28.274494568675863,37.98051218074387,FALSE,FALSE,TRUE
Utah,2004,927844,241199,663742,republican,73.34643916012205,71.72550543132414,TRUE,TRUE,TRUE
Utah,2004,927844,241199,663742,democrat,26.65356083987796,28.274494568675863,FALSE,FALSE,FALSE
Utah,2008,952370,327670,596030,republican,64.52636137274007,73.34643916012205,FALSE,FALSE,TRUE
Utah,2008,952370,327670,596030,democrat,35.47363862725994,26.65356083987796,TRUE,FALSE,FALSE
Utah,2012,1017440,251813,740600,republican,74.62618889514748,64.52636137274007,FALSE,FALSE,FALSE
Utah,2012,1017440,251813,740600,democrat,25.373811104852518,35.47363862725994,TRUE,TRUE,TRUE
Utah,2016,1131317,310674,515211,republican,62.382898345411284,74.62618889514748,TRUE,FALSE,FALSE
Utah,2016,1131317,310674,515211,democrat,37.617101654588716,25.373811104852518,FALSE,FALSE,TRUE
Vermont,1988,243328,115775,124331,republican,51.781713076724444,58.664910727779095,TRUE,FALSE,TRUE
Vermont,1988,243328,115775,124331,democrat,48.218286923275556,41.335089272220905,FALSE,FALSE,FALSE
Vermont,1992,289701,133592,88122,republican,39.745798641493096,51.781713076724444,FALSE,TRUE,TRUE
Vermont,1992,289701,133592,88122,democrat,60.25420135850691,48.218286923275556,TRUE,FALSE,FALSE
Vermont,1996,258449,137894,80352,republican,36.81716961593798,39.745798641493096,FALSE,FALSE,FALSE
Vermont,1996,258449,137894,80352,democrat,63.182830384062015,60.25420135850691,TRUE,TRUE,TRUE
Vermont,2000,294308,149022,119775,republican,44.5596491032266,36.81716961593798,TRUE,FALSE,FALSE
Vermont,2000,294308,149022,119775,democrat,55.4403508967734,63.182830384062015,FALSE,FALSE,TRUE
Vermont,2004,312309,184067,121180,republican,39.69899786074883,44.5596491032266,TRUE,TRUE,TRUE
Vermont,2004,312309,184067,121180,democrat,60.30100213925116,55.4403508967734,FALSE,FALSE,FALSE
Vermont,2008,325046,219262,98974,republican,31.1008182606619,39.69899786074883,FALSE,FALSE,TRUE
Vermont,2008,325046,219262,98974,democrat,68.8991817393381,60.30100213925116,TRUE,FALSE,FALSE
Vermont,2012,299290,199239,92698,republican,31.752741173609373,31.1008182606619,FALSE,FALSE,FALSE
Vermont,2012,299290,199239,92698,democrat,68.24725882639062,68.8991817393381,TRUE,TRUE,TRUE
Vermont,2016,320467,178573,95369,republican,34.81357367617963,31.752741173609373,TRUE,FALSE,FALSE
Vermont,2016,320467,178573,95369,democrat,65.18642632382037,68.24725882639062,FALSE,FALSE,TRUE
Virginia,1988,2191609,859799,1309162,republican,60.35894605758241,62.67568793921985,TRUE,FALSE,TRUE
Virginia,1988,2191609,859799,1309162,democrat,39.64105394241759,37.32431206078015,FALSE,FALSE,FALSE
Virginia,1992,2559129,1038650,1150517,republican,52.55501293414344,60.35894605758241,FALSE,TRUE,TRUE
Virginia,1992,2559129,1038650,1150517,democrat,47.44498706585656,39.64105394241759,TRUE,FALSE,FALSE
Virginia,1996,2416642,1091060,1138350,republican,51.060594507066895,52.55501293414344,FALSE,FALSE,FALSE
Virginia,1996,2416642,1091060,1138350,democrat,48.939405492933105,47.44498706585656,TRUE,TRUE,TRUE
Virginia,2000,2739447,1217290,1437490,republican,54.147236305833246,51.060594507066895,TRUE,FALSE,FALSE
Virginia,2000,2739447,1217290,1437490,democrat,45.85276369416675,48.939405492933105,FALSE,FALSE,TRUE
Virginia,2004,3195415,1454742,1716959,republican,54.13369671353006,54.147236305833246,TRUE,TRUE,TRUE
Virginia,2004,3195415,1454742,1716959,democrat,45.866303286469936,45.85276369416675,FALSE,FALSE,FALSE
Virginia,2008,3723260,1959532,1725005,republican,46.81741559387245,54.13369671353006,FALSE,FALSE,TRUE
Virginia,2008,3723260,1959532,1725005,democrat,53.18258440612755,45.866303286469936,TRUE,FALSE,FALSE
Virginia,2012,3854489,1971820,1822522,republican,48.03262331123552,46.81741559387245,FALSE,FALSE,FALSE
Virginia,2012,3854489,1971820,1822522,democrat,51.967376688764475,53.18258440612755,TRUE,TRUE,TRUE
Virginia,2016,3982752,1981473,1769443,republican,47.1736237228453,48.03262331123552,TRUE,FALSE,FALSE
Virginia,2016,3982752,1981473,1769443,democrat,52.826376277154694,51.967376688764475,FALSE,FALSE,TRUE
Washington,1988,1865253,933516,903835,republican,49.19228824541418,56.84635101636629,TRUE,FALSE,TRUE
Washington,1988,1865253,933516,903835,democrat,50.80771175458582,43.15364898363371,FALSE,FALSE,FALSE
Washington,1992,2287565,993037,731234,republican,42.40829892748877,49.19228824541418,FALSE,TRUE,TRUE
Washington,1992,2287565,993037,731234,democrat,57.59170107251123,50.80771175458582,TRUE,FALSE,FALSE
Washington,1996,2253837,1123323,840712,republican,42.80534715521872,42.40829892748877,FALSE,FALSE,FALSE
Washington,1996,2253837,1123323,840712,democrat,57.19465284478128,57.59170107251123,TRUE,TRUE,TRUE
Washington,2000,2487433,1247652,1108864,republican,47.055228990594586,42.80534715521872,TRUE,FALSE,FALSE
Washington,2000,2487433,1247652,1108864,democrat,52.944771009405414,57.19465284478128,FALSE,FALSE,TRUE
Washington,2004,2859084,1510201,1304894,republican,46.353462316547045,47.055228990594586,TRUE,TRUE,TRUE
Washington,2004,2859084,1510201,1304894,democrat,53.646537683452955,52.944771009405414,FALSE,FALSE,FALSE
Washington,2008,3036878,1750848,1229216,republican,41.24797319789105,46.353462316547045,FALSE,FALSE,TRUE
Washington,2008,3036878,1750848,1229216,democrat,58.75202680210895,53.646537683452955,TRUE,FALSE,FALSE
Washington,2012,3125516,1755396,1290670,republican,42.37170172937815,41.24797319789105,FALSE,FALSE,FALSE
Washington,2012,3125516,1755396,1290670,democrat,57.62829827062185,58.75202680210895,TRUE,TRUE,TRUE
Washington,2016,3317019,1742718,1221747,republican,41.21306879993523,42.37170172937815,TRUE,FALSE,FALSE
Washington,2016,3317019,1742718,1221747,democrat,58.786931200064764,57.62829827062185,FALSE,FALSE,TRUE
West Virginia,1988,653311,341016,310065,republican,47.623106802379425,55.27243432459842,TRUE,FALSE,TRUE
West Virginia,1988,653311,341016,310065,democrat,52.376893197620575,44.72756567540158,FALSE,FALSE,FALSE
West Virginia,1992,683677,331001,241974,republican,42.23116191805925,47.623106802379425,FALSE,TRUE,TRUE
West Virginia,1992,683677,331001,241974,democrat,57.76883808194074,52.376893197620575,TRUE,FALSE,FALSE
West Virginia,1996,636459,327812,233946,republican,41.645334823892135,42.23116191805925,FALSE,FALSE,FALSE
West Virginia,1996,636459,327812,233946,democrat,58.35466517610786,57.76883808194074,TRUE,TRUE,TRUE
West Virginia,2000,648124,295497,336475,republican,53.24207401593741,41.645334823892135,TRUE,FALSE,FALSE
West Virginia,2000,648124,295497,336475,democrat,46.75792598406259,58.35466517610786,FALSE,FALSE,TRUE
West Virginia,2004,755792,326541,423778,republican,56.47971062974548,53.24207401593741,TRUE,TRUE,TRUE
West Virginia,2004,755792,326541,423778,democrat,43.52028937025452,46.75792598406259,FALSE,FALSE,FALSE
West Virginia,2008,713451,303857,397466,republican,56.67374376713725,56.47971062974548,FALSE,FALSE,TRUE
West Virginia,2008,713451,303857,397466,democrat,43.32625623286275,43.52028937025452,TRUE,FALSE,FALSE
West Virginia,2012,670438,238269,417655,republican,63.67429763204273,56.67374376713725,FALSE,FALSE,FALSE
West Virginia,2012,670438,238269,417655,democrat,36.32570236795726,43.32625623286275,TRUE,TRUE,TRUE
West Virginia,2016,713051,188794,489371,republican,72.16105225129577,63.67429763204273,TRUE,FALSE,FALSE
West Virginia,2016,713051,188794,489371,democrat,27.838947748704225,36.32570236795726,FALSE,FALSE,TRUE
Wisconsin,1988,2191608,1126794,1047499,republican,48.17653370543896,54.62201570962173,TRUE,FALSE,TRUE
Wisconsin,1988,2191608,1126794,1047499,democrat,51.82346629456104,45.377984290378265,FALSE,FALSE,FALSE
Wisconsin,1992,2531064,1041066,930855,republican,47.20549149788455,48.17653370543896,FALSE,TRUE,TRUE
Wisconsin,1992,2531064,1041066,930855,democrat,52.79450850211545,51.82346629456104,TRUE,FALSE,FALSE
Wisconsin,1996,2196169,1071971,845029,republican,44.08080333854982,47.20549149788455,FALSE,FALSE,FALSE
Wisconsin,1996,2196169,1071971,845029,democrat,55.91919666145019,52.79450850211545,TRUE,TRUE,TRUE
Wisconsin,2000,2598607,1242987,1237279,republican,49.884931696842195,44.08080333854982,TRUE,FALSE,FALSE
Wisconsin,2000,2598607,1242987,1237279,democrat,50.115068303157805,55.91919666145019,FALSE,FALSE,TRUE
Wisconsin,2004,2997007,1489504,1478120,republican,49.80819672573075,49.884931696842195,TRUE,TRUE,TRUE
Wisconsin,2004,2997007,1489504,1478120,democrat,50.19180327426924,50.115068303157805,FALSE,FALSE,FALSE
Wisconsin,2008,2983417,1677211,1262393,republican,42.94432175218159,49.80819672573075,FALSE,FALSE,TRUE
Wisconsin,2008,2983417,1677211,1262393,democrat,57.055678247818406,50.19180327426924,TRUE,FALSE,FALSE
Wisconsin,2012,3071434,1620985,1410966,republican,46.53657001712759,42.94432175218159,FALSE,FALSE,FALSE
Wisconsin,2012,3071434,1620985,1410966,democrat,53.46342998287241,57.055678247818406,TRUE,TRUE,TRUE
Wisconsin,2016,2976150,1382536,1405284,republican,50.40798903802971,46.53657001712759,TRUE,FALSE,FALSE
Wisconsin,2016,2976150,1382536,1405284,democrat,49.59201096197028,53.46342998287241,FALSE,FALSE,TRUE
Wyoming,1988,176551,67113,106867,republican,61.42487642257731,71.40039976207191,TRUE,FALSE,TRUE
Wyoming,1988,176551,67113,106867,democrat,38.575123577422694,28.599600237928097,FALSE,FALSE,FALSE
Wyoming,1992,199884,68160,79347,republican,53.79202342939657,61.42487642257731,FALSE,TRUE,TRUE
Wyoming,1992,199884,68160,79347,democrat,46.20797657060343,38.575123577422694,TRUE,FALSE,FALSE
Wyoming,1996,211571,77934,105388,republican,57.48791743489598,53.79202342939657,FALSE,FALSE,FALSE
Wyoming,1996,211571,77934,105388,democrat,42.51208256510402,46.20797657060343,TRUE,TRUE,TRUE
Wyoming,2000,213726,60481,147947,republican,70.98230564031705,57.48791743489598,TRUE,FALSE,FALSE
Wyoming,2000,213726,60481,147947,democrat,29.01769435968296,42.51208256510402,FALSE,FALSE,TRUE
Wyoming,2004,243861,70776,167629,republican,70.31270317317171,70.98230564031705,TRUE,TRUE,TRUE
Wyoming,2004,243861,70776,167629,democrat,29.687296826828298,29.01769435968296,FALSE,FALSE,FALSE
Wyoming,2008,254904,82868,164958,republican,66.56202335509592,70.31270317317171,FALSE,FALSE,TRUE
Wyoming,2008,254904,82868,164958,democrat,33.43797664490409,29.687296826828298,TRUE,FALSE,FALSE
Wyoming,2012,250701,69286,170962,republican,71.16063401152142,66.56202335509592,FALSE,FALSE,FALSE
Wyoming,2012,250701,69286,170962,democrat,28.839365988478573,33.43797664490409,TRUE,TRUE,TRUE
Wyoming,2016,258788,55973,174419,republican,75.70531962915379,71.16063401152142,TRUE,FALSE,FALSE
Wyoming,2016,258788,55973,174419,democrat,24.294680370846212,28.839365988478573,FALSE,FALSE,TRUE
